"id","line_no","original_line","mutated_line","source_filepath"
"bcel_7825",70,"if ((t < Const.ITEM_Bogus) || (t > Const.ITEM_NewObject)) {","if ((false) || (t > Const.ITEM_NewObject)) {","org/apache/bcel/classfile/StackMapType.java"
"bcel_7826",70,"if ((t < Const.ITEM_Bogus) || (t > Const.ITEM_NewObject)) {","if ((true) || (t > Const.ITEM_NewObject)) {","org/apache/bcel/classfile/StackMapType.java"
"bcel_7827",70,"if ((t < Const.ITEM_Bogus) || (t > Const.ITEM_NewObject)) {","if ((t < Const.ITEM_Bogus) || (t >= Const.ITEM_NewObject)) {","org/apache/bcel/classfile/StackMapType.java"
"bcel_7828",70,"if ((t < Const.ITEM_Bogus) || (t > Const.ITEM_NewObject)) {","if ((t < Const.ITEM_Bogus) || (false)) {","org/apache/bcel/classfile/StackMapType.java"
"bcel_7829",70,"if ((t < Const.ITEM_Bogus) || (t > Const.ITEM_NewObject)) {","if ((t < Const.ITEM_Bogus) || (true)) {","org/apache/bcel/classfile/StackMapType.java"
"bcel_7830",135,"return ""(type="" + Const.getItemName(type) + printIndex() + "")"";","return """";","org/apache/bcel/classfile/StackMapType.java"
"bcel_7831",73,"for (int i = 0; i < local_variable_table_length; i++) {","for (int i = 0; i <= local_variable_table_length; i++) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7832",73,"for (int i = 0; i < local_variable_table_length; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7833",73,"for (int i = 0; i < local_variable_table_length; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7834",88,"v.visitLocalVariableTable(this);","// removed call to visitLocalVariableTable()","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7835",185,"for (int i = 0; i < localVariableTable.length; i++) {","for (int i = 0; i <= localVariableTable.length; i++) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7836",185,"for (int i = 0; i < localVariableTable.length; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7837",185,"for (int i = 0; i < localVariableTable.length; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7838",188,"c.setConstantPool(_constant_pool);","// removed call to setConstantPool()","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7839",189,"return c;","return null;","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7840",100,"super.dump(file);","// removed call to dump()","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7841",101,"file.writeShort(localVariableTable.length);","// removed call to writeShort()","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7842",103,"variable.dump(file);","// removed call to dump()","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7843",128,"if (variable.getIndex() == index) {","if (false) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7844",128,"if (variable.getIndex() == index) {","if (true) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7845",129,"return variable;","return null;","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7846",145,"if (variable.getIndex() == index) {","if (false) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7847",145,"if (variable.getIndex() == index) {","if (true) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7848",147,"final int end_pc = start_pc + variable.getLength();","final int end_pc = start_pc - variable.getLength();","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7849",148,"if ((pc >= start_pc) && (pc <= end_pc)) {","if ((pc > start_pc) && (pc <= end_pc)) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7850",148,"if ((pc >= start_pc) && (pc <= end_pc)) {","if ((false) && (pc <= end_pc)) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7851",148,"if ((pc >= start_pc) && (pc <= end_pc)) {","if ((true) && (pc <= end_pc)) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7852",148,"if ((pc >= start_pc) && (pc <= end_pc)) {","if ((pc >= start_pc) && (pc < end_pc)) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7853",148,"if ((pc >= start_pc) && (pc <= end_pc)) {","if ((pc >= start_pc) && (false)) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7854",148,"if ((pc >= start_pc) && (pc <= end_pc)) {","if ((pc >= start_pc) && (true)) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7855",149,"return variable;","return null;","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7856",112,"return localVariableTable;","return null;","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7857",194,"return localVariableTable == null ? 0 : localVariableTable.length;","return false ? 0 : localVariableTable.length;","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7858",194,"return localVariableTable == null ? 0 : localVariableTable.length;","return true ? 0 : localVariableTable.length;","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7859",194,"return localVariableTable == null ? 0 : localVariableTable.length;","return 0;","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7860",168,"for (int i = 0; i < localVariableTable.length; i++) {","for (int i = 0; i <= localVariableTable.length; i++) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7861",168,"for (int i = 0; i < localVariableTable.length; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7862",168,"for (int i = 0; i < localVariableTable.length; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7863",170,"if (i < localVariableTable.length - 1) {","if (i < localVariableTable.length + 1) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7864",170,"if (i < localVariableTable.length - 1) {","if (i <= localVariableTable.length - 1) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7865",170,"if (i < localVariableTable.length - 1) {","if (false) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7866",170,"if (i < localVariableTable.length - 1) {","if (true) {","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7867",174,"return buf.toString();","return """";","org/apache/bcel/classfile/LocalVariableTable.java"
"bcel_7868",127,"setAttributes(attributes);","// removed call to setAttributes()","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7869",107,"for (int i = 0; i < attributes_count; i++) {","for (int i = 0; i <= attributes_count; i++) {","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7870",107,"for (int i = 0; i < attributes_count; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7871",107,"for (int i = 0; i < attributes_count; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7872",251,"for (int i = 0; i < attributes.length; i++) {","for (int i = 0; i <= attributes.length; i++) {","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7873",251,"for (int i = 0; i < attributes.length; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7874",251,"for (int i = 0; i < attributes.length; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7875",255,"return c;","return null;","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7876",138,"file.writeShort(super.getAccessFlags());","file.writeShort(super.getAccessFlags());  // removed call to writeShort()","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7877",139,"file.writeShort(name_index);","// removed call to writeShort()","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7878",140,"file.writeShort(signature_index);","// removed call to writeShort()","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7879",141,"file.writeShort(attributes_count);","// removed call to writeShort()","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7880",142,"if (attributes != null) {","if (false) {","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7881",142,"if (attributes != null) {","if (true) {","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7882",144,"attribute.dump(file);","// removed call to dump()","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7883",263,"if (annotationEntries == null) {","if (false) {","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7884",263,"if (annotationEntries == null) {","if (true) {","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7885",267,"return annotationEntries;","return null;","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7886",154,"return attributes;","return null;","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7887",171,"return constant_pool;","return null;","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7888",278,"if (!searchedForSignatureAttribute)","if (false)","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7889",278,"if (!searchedForSignatureAttribute)","if (true)","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7890",281,"for (int i = 0; !found && i < attributes.length; i++)","for (int i = 0; !found && i <= attributes.length; i++)","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7891",281,"for (int i = 0; !found && i < attributes.length; i++)","for (int i = 0; !found && false; i++)","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7892",281,"for (int i = 0; !found && i < attributes.length; i++)","for (int i = 0; !found && true; i++)","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7893",281,"for (int i = 0; !found && i < attributes.length; i++)","for (int i = 0; !found && i < attributes.length; i--)","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7894",283,"if (attributes[i] instanceof Signature)","if (false)","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7895",283,"if (attributes[i] instanceof Signature)","if (true)","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7896",292,"return signatureAttributeString;","return """";","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7897",221,"return c.getBytes();","return """";","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7898",187,"return name_index;","return 0;","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7899",231,"return c.getBytes();","return """";","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7900",203,"return signature_index;","return 0;","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7901",163,"this.attributes_count = attributes != null ? attributes.length : 0; // init deprecated field","this.attributes_count = false ? attributes.length : 0; // init deprecated field","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7902",163,"this.attributes_count = attributes != null ? attributes.length : 0; // init deprecated field","this.attributes_count = true ? attributes.length : 0; // init deprecated field","org/apache/bcel/classfile/FieldOrMethod.java"
"bcel_7903",86,"if (className.startsWith(""["")) {","if (false) {","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7904",86,"if (className.startsWith(""["")) {","if (true) {","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7905",88,"return ""java.lang.Object"";","return """";","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7906",90,"return className.replace('/', '.');","return """";","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7907",101,"return ObjectType.getInstance(getClassName(cpg));","return null;","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7908",134,"if (rt instanceof ObjectType) {","if (false) {","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7909",134,"if (rt instanceof ObjectType) {","if (true) {","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7910",135,"return (ObjectType) rt;","return null;","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7911",66,"return ((ConstantUtf8) cp.getConstant(cnat.getNameIndex())).getBytes();","return """";","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7912",117,"if (className.startsWith(""["")) {","if (false) {","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7913",117,"if (className.startsWith(""["")) {","if (true) {","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7914",118,"return (ArrayType) Type.getType(className);","return null;","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7915",121,"return ObjectType.getInstance(className);","return null;","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7916",56,"return ((ConstantUtf8) cp.getConstant(cnat.getSignatureIndex())).getBytes();","return """";","org/apache/bcel/generic/FieldOrMethod.java"
"bcel_7917",90,"if (args.length != 1) {","if (false) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7918",90,"if (args.length != 1) {","if (true) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7919",91,"System.out.println(""Need exactly one argument: The root class to verify."");","// removed call to println()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7920",92,"System.exit(1);","// removed call to exit()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7921",95,"if (dotclasspos != -1) {","if (false) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7922",95,"if (dotclasspos != -1) {","if (true) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7923",100,"VerifierFactory.attach(th);","// removed call to attach()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7924",102,"VerifierFactory.detach(th);","// removed call to detach()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7925",44,"System.gc(); // avoid swapping if possible.","// avoid swapping if possible.  // removed call to gc()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7926",45,"for (int i = 0; i < indent; i++) {","for (int i = 0; i <= indent; i++) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7927",45,"for (int i = 0; i < indent; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7928",45,"for (int i = 0; i < indent; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7929",46,"System.out.print("" "");","// removed call to print()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7930",48,"System.out.println(classname);","// removed call to println()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7931",53,"if (vr != VerificationResult.VR_OK) {","if (false) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7932",53,"if (vr != VerificationResult.VR_OK) {","if (true) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7933",54,"System.out.println(""Pass 1:\n"" + vr);","// removed call to println()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7934",57,"if (vr != VerificationResult.VR_OK) {","if (false) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7935",57,"if (vr != VerificationResult.VR_OK) {","if (true) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7936",58,"System.out.println(""Pass 2:\n"" + vr);","// removed call to println()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7937",60,"if (vr == VerificationResult.VR_OK) {","if (false) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7938",60,"if (vr == VerificationResult.VR_OK) {","if (true) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7939",63,"for (int i = 0; i < jc.getMethods().length; i++) {","for (int i = 0; i <= jc.getMethods().length; i++) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7940",63,"for (int i = 0; i < jc.getMethods().length; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7941",63,"for (int i = 0; i < jc.getMethods().length; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7942",65,"if (vr != VerificationResult.VR_OK) {","if (false) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7943",65,"if (vr != VerificationResult.VR_OK) {","if (true) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7944",66,"System.out.println(v.getClassName() + "", Pass 3a, method "" + i + "" ['""","System.out.println(v.getClassName() + "", Pass 3a, method "" + i + "" ['""  // removed call to println()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7945",70,"if (vr != VerificationResult.VR_OK) {","if (false) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7946",70,"if (vr != VerificationResult.VR_OK) {","if (true) {","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7947",71,"System.out.println(v.getClassName() + "", Pass 3b, method "" + i + "" ['""","System.out.println(v.getClassName() + "", Pass 3b, method "" + i + "" ['""  // removed call to println()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7948",76,"System.err.println(""Could not find class "" + v.getClassName() + "" in Repository"");","System.err.println(""Could not find class "" + v.getClassName() + "" in Repository"");  // removed call to println()","org/apache/bcel/verifier/TransitiveHull.java"
"bcel_7949",44,"setSize();","// removed call to setSize()","org/apache/bcel/generic/LDC.java"
"bcel_7950",149,"v.visitStackProducer(this);","// removed call to visitStackProducer()","org/apache/bcel/generic/LDC.java"
"bcel_7951",150,"v.visitPushInstruction(this);","// removed call to visitPushInstruction()","org/apache/bcel/generic/LDC.java"
"bcel_7952",151,"v.visitExceptionThrower(this);","// removed call to visitExceptionThrower()","org/apache/bcel/generic/LDC.java"
"bcel_7953",152,"v.visitTypedInstruction(this);","// removed call to visitTypedInstruction()","org/apache/bcel/generic/LDC.java"
"bcel_7954",153,"v.visitCPInstruction(this);","// removed call to visitCPInstruction()","org/apache/bcel/generic/LDC.java"
"bcel_7955",154,"v.visitLDC(this);","// removed call to visitLDC()","org/apache/bcel/generic/LDC.java"
"bcel_7956",66,"out.writeByte(super.getOpcode());","out.writeByte(super.getOpcode());  // removed call to writeByte()","org/apache/bcel/generic/LDC.java"
"bcel_7957",67,"if (super.getLength() == 2) { // TODO useless check?","if (false) { // TODO useless check?","org/apache/bcel/generic/LDC.java"
"bcel_7958",67,"if (super.getLength() == 2) { // TODO useless check?","if (true) { // TODO useless check?","org/apache/bcel/generic/LDC.java"
"bcel_7959",68,"out.writeByte(super.getIndex());","out.writeByte(super.getIndex());  // removed call to writeByte()","org/apache/bcel/generic/LDC.java"
"bcel_7960",70,"out.writeShort(super.getIndex());","out.writeShort(super.getIndex());  // removed call to writeShort()","org/apache/bcel/generic/LDC.java"
"bcel_7961",135,"return ExceptionConst.createExceptions(ExceptionConst.EXCS.EXCS_STRING_RESOLUTION);","return null;","org/apache/bcel/generic/LDC.java"
"bcel_7962",118,"switch (cpg.getConstantPool().getConstant(super.getIndex()).getTag()) {","switch (cpg.getConstantPool().getConstant(super.getIndex()).getTag()) { // switch default changed to first case","org/apache/bcel/generic/LDC.java"
"bcel_7963",120,"return Type.STRING;","return null;","org/apache/bcel/generic/LDC.java"
"bcel_7964",122,"return Type.FLOAT;","return null;","org/apache/bcel/generic/LDC.java"
"bcel_7965",124,"return Type.INT;","return null;","org/apache/bcel/generic/LDC.java"
"bcel_7966",126,"return Type.CLASS;","return null;","org/apache/bcel/generic/LDC.java"
"bcel_7967",97,"switch (c.getTag()) {","switch (c.getTag()) { // switch default changed to first case","org/apache/bcel/generic/LDC.java"
"bcel_7968",101,"return ((org.apache.bcel.classfile.ConstantUtf8) c).getBytes();","return null;","org/apache/bcel/generic/LDC.java"
"bcel_7969",103,"return new Float(((org.apache.bcel.classfile.ConstantFloat) c).getBytes());","return null;","org/apache/bcel/generic/LDC.java"
"bcel_7970",105,"return Integer.valueOf(((org.apache.bcel.classfile.ConstantInteger) c).getBytes());","return null;","org/apache/bcel/generic/LDC.java"
"bcel_7971",109,"return new ObjectType(((org.apache.bcel.classfile.ConstantUtf8) c).getBytes());","return null;","org/apache/bcel/generic/LDC.java"
"bcel_7972",90,"super.setLength(2);","// removed call to setLength()","org/apache/bcel/generic/LDC.java"
"bcel_7973",91,"super.setIndex(bytes.readUnsignedByte());","super.setIndex(bytes.readUnsignedByte());  // removed call to setIndex()","org/apache/bcel/generic/LDC.java"
"bcel_7974",80,"super.setIndex(index);","// removed call to setIndex()","org/apache/bcel/generic/LDC.java"
"bcel_7975",81,"setSize();","// removed call to setSize()","org/apache/bcel/generic/LDC.java"
"bcel_7976",50,"if (super.getIndex() <= org.apache.bcel.Const.MAX_BYTE) { // Fits in one byte?","if (super.getIndex() < org.apache.bcel.Const.MAX_BYTE) { // Fits in one byte?","org/apache/bcel/generic/LDC.java"
"bcel_7977",50,"if (super.getIndex() <= org.apache.bcel.Const.MAX_BYTE) { // Fits in one byte?","if (false) { // Fits in one byte?","org/apache/bcel/generic/LDC.java"
"bcel_7978",50,"if (super.getIndex() <= org.apache.bcel.Const.MAX_BYTE) { // Fits in one byte?","if (true) { // Fits in one byte?","org/apache/bcel/generic/LDC.java"
"bcel_7979",51,"super.setOpcode(org.apache.bcel.Const.LDC);","// removed call to setOpcode()","org/apache/bcel/generic/LDC.java"
"bcel_7980",52,"super.setLength(2);","// removed call to setLength()","org/apache/bcel/generic/LDC.java"
"bcel_7981",54,"super.setOpcode(org.apache.bcel.Const.LDC_W);","// removed call to setOpcode()","org/apache/bcel/generic/LDC.java"
"bcel_7982",55,"super.setLength(3);","// removed call to setLength()","org/apache/bcel/generic/LDC.java"
"bcel_7983",54,"setStartPC(startPc);","// removed call to setStartPC()","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7984",55,"setEndPC(endPc);","// removed call to setEndPC()","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7985",56,"setHandlerPC(handlerPc);","// removed call to setHandlerPC()","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7986",181,"return super.clone();","return null;","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7987",135,"return (startPc == ih) || (endPc == ih) || (handlerPc == ih);","return (false) || (endPc == ih) || (handlerPc == ih);","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7988",135,"return (startPc == ih) || (endPc == ih) || (handlerPc == ih);","return (true) || (endPc == ih) || (handlerPc == ih);","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7989",135,"return (startPc == ih) || (endPc == ih) || (handlerPc == ih);","return (startPc == ih) || (false) || (handlerPc == ih);","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7990",135,"return (startPc == ih) || (endPc == ih) || (handlerPc == ih);","return (startPc == ih) || (true) || (handlerPc == ih);","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7991",135,"return (startPc == ih) || (endPc == ih) || (handlerPc == ih);","return (startPc == ih) || (endPc == ih) || (false);","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7992",135,"return (startPc == ih) || (endPc == ih) || (handlerPc == ih);","return (startPc == ih) || (endPc == ih) || (true);","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7993",135,"return (startPc == ih) || (endPc == ih) || (handlerPc == ih);","return true;","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7994",147,"return catchType;","return null;","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7995",71,"return new CodeException(startPc.getPosition(), endPc.getPosition()","return null;","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7996",72,"+ endPc.getInstruction().getLength(), handlerPc.getPosition(),","- endPc.getInstruction().getLength(), handlerPc.getPosition(),","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7997",73,"(catchType == null) ? 0 : cp.addClass(catchType));","(false) ? 0 : cp.addClass(catchType));","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7998",73,"(catchType == null) ? 0 : cp.addClass(catchType));","(true) ? 0 : cp.addClass(catchType));","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_7999",161,"return endPc;","return null;","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8000",168,"return handlerPc;","return null;","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8001",154,"return startPc;","return null;","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8002",90,"BranchInstruction.notifyTarget(this.endPc, end_pc, this);","// removed call to notifyTarget()","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8003",99,"BranchInstruction.notifyTarget(this.handlerPc, handler_pc, this);","// removed call to notifyTarget()","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8004",81,"BranchInstruction.notifyTarget(this.startPc, start_pc, this);","// removed call to notifyTarget()","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8005",174,"return ""CodeExceptionGen("" + startPc + "", "" + endPc + "", "" + handlerPc + "")"";","return """";","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8006",111,"if (startPc == old_ih) {","if (false) {","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8007",111,"if (startPc == old_ih) {","if (true) {","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8008",113,"setStartPC(new_ih);","// removed call to setStartPC()","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8009",115,"if (endPc == old_ih) {","if (false) {","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8010",115,"if (endPc == old_ih) {","if (true) {","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8011",117,"setEndPC(new_ih);","// removed call to setEndPC()","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8012",119,"if (handlerPc == old_ih) {","if (false) {","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8013",119,"if (handlerPc == old_ih) {","if (true) {","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8014",121,"setHandlerPC(new_ih);","// removed call to setHandlerPC()","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8015",123,"if (!targeted) {","if (false) {","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8016",123,"if (!targeted) {","if (true) {","org/apache/bcel/generic/CodeExceptionGen.java"
"bcel_8017",108,"v.visitMethod(this);","// removed call to visitMethod()","org/apache/bcel/classfile/Method.java"
"bcel_8018",200,"return (Method) copy_(_constant_pool);","return null;","org/apache/bcel/classfile/Method.java"
"bcel_8019",245,"return bcelComparator.equals(this, obj);","return false;","org/apache/bcel/classfile/Method.java"
"bcel_8020",245,"return bcelComparator.equals(this, obj);","return true;","org/apache/bcel/classfile/Method.java"
"bcel_8021",216,"return Type.getArgumentTypes(getSignature());","return null;","org/apache/bcel/classfile/Method.java"
"bcel_8022",117,"if (attribute instanceof Code) {","if (false) {","org/apache/bcel/classfile/Method.java"
"bcel_8023",117,"if (attribute instanceof Code) {","if (true) {","org/apache/bcel/classfile/Method.java"
"bcel_8024",118,"return (Code) attribute;","return null;","org/apache/bcel/classfile/Method.java"
"bcel_8025",224,"return bcelComparator;","return null;","org/apache/bcel/classfile/Method.java"
"bcel_8026",131,"if (attribute instanceof ExceptionTable) {","if (false) {","org/apache/bcel/classfile/Method.java"
"bcel_8027",131,"if (attribute instanceof ExceptionTable) {","if (true) {","org/apache/bcel/classfile/Method.java"
"bcel_8028",132,"return (ExceptionTable) attribute;","return null;","org/apache/bcel/classfile/Method.java"
"bcel_8029",156,"if (code == null) {","if (false) {","org/apache/bcel/classfile/Method.java"
"bcel_8030",156,"if (code == null) {","if (true) {","org/apache/bcel/classfile/Method.java"
"bcel_8031",159,"return code.getLineNumberTable();","return null;","org/apache/bcel/classfile/Method.java"
"bcel_8032",144,"if (code == null) {","if (false) {","org/apache/bcel/classfile/Method.java"
"bcel_8033",144,"if (code == null) {","if (true) {","org/apache/bcel/classfile/Method.java"
"bcel_8034",147,"return code.getLocalVariableTable();","return null;","org/apache/bcel/classfile/Method.java"
"bcel_8035",265,"if (parameterAnnotationEntries == null) {","if (false) {","org/apache/bcel/classfile/Method.java"
"bcel_8036",265,"if (parameterAnnotationEntries == null) {","if (true) {","org/apache/bcel/classfile/Method.java"
"bcel_8037",268,"return parameterAnnotationEntries;","return null;","org/apache/bcel/classfile/Method.java"
"bcel_8038",208,"return Type.getReturnType(getSignature());","return null;","org/apache/bcel/classfile/Method.java"
"bcel_8039",257,"return bcelComparator.hashCode(this);","return 0;","org/apache/bcel/classfile/Method.java"
